clase,signature1,signature2,signature3,signature4,signature5,signature6,signature7,signature8,signature9,signature10,signature11,signature12,signature13,signature14,signature15,signature16,signature17,signature18,signature19,signature20,signature21,signature22,signature23,signature24,signature25,signature26,signature27,signature28,signature29,signature30,signature31,signature32,signature33,signature34,signature35,signature36,signature37,signature38,signature39,signature40,signature41,signature42,signature43,signature44,signature45,signature46,signature47,signature48,signature49,signature50,signature51,signature52,signature53,signature54,signature55,signature56,signature57,signature58,signature59,signature60,signature61,signature62,signature63,signature64,signature65,signature66,signature67,signature68,signature69,signature70,signature71,signature72,signature73,signature74,signature75,signature76,signature77,signature78,signature79,signature80,signature81,signature82,signature83,signature84,signature85,signature86,signature87,signature88,signature89,signature90,signature91,signature92,signature93,signature94,signature95,signature96,signature97,signature98,signature99,signature100,signature101,signature102,signature103,signature104,signature105,signature106,signature107,signature108,signature109,signature110,signature111,signature112,signature113,signature114,signature115,signature116,signature117,signature118,signature119,signature120,signature121,signature122,signature123,signature124,signature125,signature126,signature127,signature128
triangle,1.0,0.9669664032910186,0.9346483960207806,0.9027332318745296,0.8665103191185243,0.8347085983194171,0.8041495629523143,0.7736967899703563,0.7443668830248374,0.715849299897784,0.6819445641833899,0.6542728886730643,0.6284821725976394,0.6032633933996476,0.579066993964322,0.5487977207135933,0.5282977692605239,0.5100302668034934,0.4866933866251484,0.48109174508099295,0.46238887493799496,0.4601442831597934,0.4464039246487529,0.4462888605601524,0.45377038682095133,0.4575147232369097,0.4665076698834383,0.4680856583589727,0.4887781516874761,0.5063964062462695,0.5043892180152592,0.5202107510716343,0.523884210822437,0.5489676892064234,0.5667372898597004,0.5892739540783644,0.6159196968610399,0.6362309871731086,0.6628752660033248,0.6974794745907194,0.7301304946421293,0.7632770336956123,0.7933331314693671,0.8229128857667062,0.8615542906150919,0.8963686726273353,0.9179163155340929,0.9093521529214684,0.8746112614549396,0.8405560058115604,0.8058168867732978,0.7727839836887498,0.7406868277398777,0.7096500911038773,0.6979426321051239,0.6878674201474166,0.6611506366011015,0.6361141563734617,0.617314602379365,0.5964285188148672,0.5778789710035054,0.5618921214109833,0.5486915263590706,0.5384922400011818,0.5263987552581015,0.5079523473581383,0.49137790248237884,0.47688047598696987,0.4812086921042519,0.48915178409878257,0.5005447810518305,0.515158125582594,0.5327212146757281,0.5529536237574786,0.5755817790710673,0.6065004875943999,0.6321732907321828,0.6595510372938654,0.6884336202597026,0.7186352371979241,0.7499968753773041,0.764845066528068,0.7899098263879285,0.8055365640573179,0.8270049784090452,0.8602174694426215,0.8448783813647468,0.8148107769765481,0.7793375234290415,0.744845590871035,0.7114626970254054,0.6819185901553511,0.6514967915709394,0.6219067214840963,0.5981926639578302,0.5707051307550848,0.5526617704436233,0.5293027673035393,0.5126326662305764,0.49602390134566676,0.4863889931842998,0.47398260337006093,0.4644401125372954,0.45405274241303756,0.44929903873684296,0.4538174194005032,0.45711298171297127,0.4660111701165762,0.4748002870509265,0.48249417295377806,0.49300013672196746,0.5162252284148794,0.5314259245723517,0.5582173533439811,0.5722716006189634,0.60005823887545,0.6259120847897852,0.6459751481796003,0.6785965341908339,0.7049798326368077,0.7383702666096812,0.7667929634730201,0.8016262087107578,0.8331351787877724,0.872215866511358,0.9079006246868693,0.9440731957965778,0.981835309729129
triangle,1.0,0.8833980471414632,0.7939605756391264,0.7327437744528998,0.6737885972363004,0.6524385920199817,0.6493001982961399,0.6867749121633123,0.7418883473790067,0.821139424094717,0.8954921641503184,0.819238412146261,0.7245264978156922,0.6665718093651447,0.6249247788749244,0.6033947616449061,0.6196695437163002,0.6758845854671003,0.7406122896665079,0.828147011146875,0.8910455841287904,0.8414481540839076,0.812702826986303,0.7796724497996956,0.6789486768511676,0.6154137605505837,0.596314401131827,0.5964382560780039,0.6155807450011388,0.6742251334723469,0.749110942084995,0.7665943148637286,0.6484020168328166,0.5498158427460823,0.48076749270533625,0.45773777944341304,0.45967851484800915,0.47233952128150464,0.5170324502800723,0.6036288592206707,0.6982535925138202,0.7622313341184516,0.6962858184999687,0.5777661698310801,0.4822684088723035,0.4226254613964718,0.43110239546891316,0.49653324919119685,0.5821564917883149,0.6864125163554254,0.800898139098919,0.6766219153921906,0.5619349815253721,0.46557961493865063,0.3983033265803233,0.38135426201938744,0.43686451949584015,0.5342878041641818,0.6527976658448997,0.6163404048480989,0.5146666606912234,0.43839614880938,0.3998743837539292,0.4152934902479818,0.44987623676132504,0.5212929639730036,0.6236767642890798,0.6480550832053412,0.5216561759700166,0.4219212412356613,0.36104795881127505,0.37911434198344424,0.4508299131409351,0.561257703056232,0.6977684325924539,0.8440480348229891,0.7857251601039635,0.6438164449326739,0.5204699989883116,0.4275253639532099,0.39407038611444123,0.42151755125188434,0.5067375302943689,0.6249494764434531,0.7297007986654164,0.6406849991886479,0.5602618184384321,0.5373565257861946,0.5528504346356778,0.6054650812622964,0.6851575281772762,0.7907316693701223,0.9165409147472626,0.9652703523135316,0.8539212172625159,0.7507046673543732,0.6714834580285712,0.6254569619280808,0.6200465865060023,0.6562625482223329,0.7279223815880559,0.8258440649000636,0.9418771360650182,0.8681880315388132,0.7591533341874422,0.6721967443037491,0.6167173030777106,0.6014923557486068,0.6323773407852015,0.581376311074288,0.5691806606821933,0.6170940371696854,0.681226389501017,0.7785859518088781,0.9031512096324301,0.7964055992808761,0.7241139031305966,0.6611344967305017,0.6343861559361221,0.6257459456620997,0.6468907619129066,0.6971364481014395,0.7680142511049874,0.8375683956794883,0.8343642560720701,0.8509672877084422,0.8852191495095005,0.9371427237539158
triangle,0.8665399719487955,0.8382411671050829,0.8098009912325168,0.7837830506131238,0.757505671987566,0.7300790491832667,0.7007869941808771,0.6770485924648246,0.645846353567799,0.6241675893679688,0.5978319382949755,0.570296628161559,0.5482829973051802,0.5205276537287346,0.4909644943897989,0.4718323520616723,0.44577362393475106,0.4252951875129605,0.41613107135517907,0.39431796584903306,0.38633579428899517,0.3711132107008701,0.37730479542305123,0.36489837933951874,0.3666649280083645,0.36390191852642706,0.367763285528246,0.380501010509925,0.381934968778368,0.39976037231953543,0.40778386697465513,0.4310509274506085,0.4465110622068219,0.4594237908272669,0.48344226269071955,0.5068078312909701,0.5267347861379128,0.5549786392691489,0.5817491479319086,0.6060134099633953,0.6324790362847463,0.663501448969999,0.6865778418125957,0.7110293307181325,0.742964397177424,0.7690171821329806,0.794923404465499,0.820457572294491,0.8465166378414322,0.8702750150905041,0.9000123416481077,0.9360393001611744,0.9706279490000018,1.0,0.9748209242831603,0.9416267557003167,0.9089102427972118,0.8767267203819508,0.8433513597373328,0.81018559193622,0.7793865720606338,0.749372619705591,0.7202405477674858,0.6889360856817519,0.6580951082508368,0.6277835318295554,0.6021048058447759,0.5751007838985944,0.5505027733974861,0.5294673030214966,0.5105826125703906,0.4951651018822249,0.49023403496571166,0.47911833448234425,0.4710080315123247,0.4660606340544995,0.4734456774594255,0.47466875001304415,0.48736872502752615,0.4975157944135472,0.5118535951861244,0.5311021763720799,0.545467467149151,0.562202093194166,0.5811002350319134,0.6070284480272642,0.6328570727514844,0.6564908391694491,0.6815626602272677,0.688733114042105,0.6609268965384193,0.6343258927449379,0.6090887323100461,0.5853882359016556,0.5634205884166591,0.5433989673884092,0.5255397889564029,0.520127463362836,0.5071865866049966,0.4990958846236415,0.48302399511955046,0.4776772798327687,0.47550807187101546,0.4765596464123286,0.4661328224437863,0.4729942267614379,0.4673740536413881,0.47991951328783794,0.48681476242428307,0.496901085928632,0.5170151406271394,0.5229656752589734,0.5471030533381105,0.5729099684219732,0.584235723646817,0.5908050816184853,0.6208083978407564,0.6421638479086464,0.6684964849635999,0.7012494244189066,0.7199738757612624,0.7540978832539068,0.7830851154456409,0.8096705295887774,0.8314332551238839,0.8539221035606791,0.8623847316519854,0.8747068513818013
triangle,1.0,0.9438011628761322,0.875998933162171,0.8132721859073851,0.7527756859896341,0.6974809698372374,0.6394259326389254,0.5870319788919501,0.5464282892217215,0.507385703364475,0.47356869837067883,0.45855494190296353,0.44561256346454425,0.4540127946748912,0.4670797390828941,0.501858092646087,0.5389371079525829,0.5773630268752953,0.6368390662185677,0.6838026619425582,0.7427092257206437,0.8018994476594966,0.8503016081586344,0.861891854232263,0.8046380349530908,0.7506907594445575,0.683930368616498,0.6221564580230124,0.5631817086443824,0.525542994471408,0.5035517443732416,0.4734070262949289,0.4664264132388295,0.4512628007783025,0.4595733391792388,0.48918768464793533,0.5281215188744129,0.5833427600829894,0.6389903822935775,0.692186264492344,0.7430233840339694,0.7871595096756887,0.8373717306833957,0.9027735909128055,0.8679131216827233,0.8207453047181775,0.7739961763145352,0.718011251861337,0.6590629534880867,0.6055754943812509,0.5677451097182469,0.5368960168473809,0.5034665781796601,0.49664752886843616,0.48648823107323375,0.4854655382943056,0.4978791134889218,0.5311908834643944,0.5664602000220117,0.6173555133066497,0.6643787354472749,0.7142854630959976,0.7677692226853665,0.8180253487120528,0.8773634450283058,0.9262168981862227,0.8687292816152257,0.8074168045885941,0.7542980745302267,0.7043988152950181,0.6505999028638575,0.5958809411975491,0.5488989717893012,0.5019868803422879,0.47016321363389846,0.4476930467797136,0.4474270809915532,0.4522826703398331,0.46979421673332417,0.49118474150943225,0.52166523823416,0.5597546204285296,0.6125362185645058,0.6707023165081415,0.7302763090661187,0.7824319231259603,0.8238352077078163,0.8014701952831706,0.747661694517294,0.6867650264188241,0.6412278301478044,0.580462154546613,0.5222473365442395,0.4739992205300853,0.42764251144553994,0.40177937217858706,0.3950650679603028,0.40241108184495084,0.4251144008812249,0.44947070620621504,0.4774023099490182,0.53187951238657,0.5918513146407921,0.6592663795865481,0.7268007038895258,0.7768782239099647,0.7923906195238247,0.7349504375429291,0.6781221782975672,0.6216868444948687,0.5628465577229825,0.5145364869676373,0.47563552595494046,0.4397781630439324,0.4136152032351274,0.3990724314994203,0.40990817092057324,0.4232258358387769,0.44707891283816964,0.4882872028966397,0.5361082111588027,0.5823215196807586,0.6509015270789569,0.7048606477957803,0.7669371072282033,0.8306685778915986,0.8955851928478693,0.9518204567920658
triangle,0.9667715656041826,0.9430530519533002,0.9251578718432535,0.8995020549509648,0.8744535786887316,0.8545484667866529,0.8317924992768035,0.8130372567812355,0.7941761432978938,0.7713885805016921,0.7504622061663259,0.7297109589948708,0.7127172075516525,0.697606435937938,0.6735227781568224,0.6604478322895267,0.6423216897429627,0.6339825504605889,0.6281423375748206,0.6136981354959662,0.6014901723904598,0.5916568545126812,0.5754850380153261,0.5705085157485085,0.5682064899449615,0.5664704759103597,0.5698405760449488,0.5723974160933792,0.5806768366652456,0.5904775638077804,0.6039360738784358,0.6199349629302155,0.6469153825186879,0.6562445447210146,0.6766822100737467,0.6990326566296703,0.7327628839855058,0.7445175337031125,0.7662565357998186,0.7816171381431114,0.8011670700977798,0.8290950133291883,0.8553200660941703,0.8750508993244196,0.8935824134778111,0.9097292468422502,0.9131336189863333,0.9099392788486569,0.8791425747544601,0.8492448127567362,0.8203433900745843,0.7925473052054774,0.765976889789277,0.7407640321059282,0.7170519317192181,0.6949941948923782,0.6747530604224953,0.6564965513106603,0.6403943962610511,0.6266126727603019,0.6153072984480491,0.6066167289477884,0.6006544699905512,0.5975022135625924,0.5972044838773709,0.5997683728514742,0.605154677900322,0.6132890196865993,0.6240639450360361,0.6373455509097603,0.6529809147197353,0.6708054927202387,0.6906498304364984,0.7123451750509797,0.7357278190271176,0.7606421925701158,0.7869428439640984,0.8144955064240555,0.8431774632587516,0.8728774072167647,0.9034949594768451,0.9349407185199516,0.9671330955947018,1.0,0.9917385110919282,0.9686857444014616,0.9379390012781791,0.9050842128096187,0.8706260946086631,0.837613551974762,0.8067055167291655,0.7743198962519685,0.7425290736888907,0.7150418812483773,0.6930627884406992,0.6683973509325273,0.6492309353822189,0.6232498010976325,0.6088630398636226,0.5910453394241001,0.5701670583804909,0.5551575618283133,0.5439624732598466,0.5467670171730613,0.541206575108489,0.5384766321371068,0.5433206622966459,0.5439381585537988,0.5435007828638426,0.5520894945767484,0.5711282033342922,0.5880022756974949,0.6037046348007353,0.6214985649131122,0.6408238586231962,0.6621227032425527,0.6856780491821948,0.7093770560747497,0.7350333044542119,0.7638787458449173,0.7906691318686261,0.8136370669458131,0.8432652125168522,0.8668572498159088,0.8984679594769893,0.9375938729736957,0.9626607928816552,0.972133710387177
triangle,0.7059492891535896,0.6669301916112373,0.630682916264739,0.5971228361365253,0.5897575106120748,0.5877635205055863,0.5525808576424748,0.532359452751206,0.4963480927270333,0.45656587946841115,0.41813203154092365,0.3843303867284687,0.3671002852862633,0.3356379435644913,0.316681828628009,0.31031345849025027,0.308240806904323,0.30969188740141274,0.3049661889024805,0.3259384006880952,0.33813417036928356,0.35848052682184633,0.37667325569297067,0.40191667736137177,0.4421127589795179,0.4686360114933591,0.5045223017361521,0.5481889819908544,0.5828943163546716,0.6164906514787235,0.6514276425145211,0.6938534368908368,0.7323031794014379,0.7713004684524032,0.8107657464137503,0.8461473873746337,0.8867064458790761,0.9240697900499116,0.9606473326268384,1.0,0.9829256439742121,0.9376360887154411,0.8951818846160591,0.8529979736797779,0.8110875182123151,0.7699511196734581,0.7308307072935737,0.6894989903162843,0.6484630609071927,0.6077839869346848,0.5649340025978957,0.5268974304965688,0.4899936360247139,0.4529631364829275,0.40773568656579867,0.3725034996314042,0.34181208557915,0.306680053755293,0.2694516551969608,0.24522050127106484,0.21993631412048417,0.20977498704479397,0.20665197599364077,0.21075820768707776,0.21615619636352665,0.23939574710131498,0.26918803332826896,0.2962111909936835,0.33010713267868996,0.36821754837557663,0.4015693975006714,0.44467861077123716,0.47381264564550973,0.44711363780194285,0.4127359053392873,0.3738562009067298,0.3555229475196263,0.3140732262556513,0.27799558495931753,0.24962942662949653,0.23182222882838915,0.22708274993700164,0.23618893064616064,0.26075308862109037,0.29644952990745704,0.34024680315538086,0.3788164305944455,0.41914141648609604,0.45988217060117254,0.5047829385735508,0.5489183167200541,0.5931436282807473,0.6382467965873411,0.6833592298523565,0.7043320467299284,0.7457900725719037,0.7834525058332208,0.8141873938713431,0.7871330177046951,0.7431088723194947,0.6998237871145009,0.6605595643563862,0.6184202512865414,0.5765401586157388,0.5351222683894369,0.5027056250969847,0.4637708097072026,0.4348271671151241,0.403760685724433,0.37122132216925235,0.3607945415704262,0.35907350428938867,0.3661812459543487,0.3816308100804107,0.3769083539800823,0.40547990483878754,0.43950193828027595,0.4778118160899574,0.49188057329950313,0.5131018452608676,0.5378909802090115,0.5599078398538685,0.5865397084045839,0.6246497225846782,0.6674913327399774,0.7094748868234411,0.7343368261280719,0.7243892420924606
triangle,0.9972308153853747,0.9613923344935952,0.921614133149469,0.8857967482068357,0.8460066060897121,0.8146485911595825,0.7745238048702086,0.73911220053649,0.7034714596667847,0.6679143702324329,0.6329142026592967,0.6066540646382036,0.5716865164650777,0.5374628802631068,0.5078853139032414,0.4835058429809712,0.4527980639408151,0.4260138829751501,0.4039195859862338,0.3824248128507016,0.3607098508393943,0.34985803687428024,0.33553681111179634,0.3190582875899937,0.32096315422930244,0.31799023450936353,0.3241314335548515,0.3358030773029154,0.3466839462549476,0.3659646239555501,0.38089068687208394,0.4066479727762545,0.4325697268356943,0.455648369119786,0.48865948104095475,0.5143302090758992,0.5409582498449558,0.5696452527822353,0.6009664941888824,0.6354808144566474,0.6639670288358156,0.7001713721431617,0.7369234854210661,0.767516752746789,0.7947505984990932,0.8300053430858314,0.8677226482468412,0.9020207053331091,0.9078996055389786,0.8732702253842588,0.8365838535090586,0.8041869531129348,0.7682583290768417,0.7354663458623086,0.7042059793476704,0.669853602525503,0.6392002034393351,0.6096201913000298,0.581279530834366,0.5543699383793919,0.5291053229266505,0.5057335006665777,0.4845347778385023,0.4657972888962345,0.4498278163473112,0.4475197607347925,0.43777895914919673,0.43152191932841927,0.4194301725923117,0.42009700961542973,0.4245298016133441,0.4326226767604259,0.4441722325139372,0.46580827342912334,0.48279911533861203,0.5023987737352374,0.5136896037597267,0.5377510778213778,0.5673582173221642,0.594570837216252,0.6228931081673398,0.6552113499957192,0.6854047960949978,0.7068880828469635,0.740767271909765,0.7601758831546982,0.7371690580859831,0.7064748284578992,0.6720392967726199,0.6415452792601046,0.614412599565818,0.5827417951882878,0.5544223001015729,0.5243948054171857,0.49527330363405503,0.47976794902702924,0.45769222690833195,0.43470145203071586,0.4183485730097436,0.40915693513576806,0.3928866792626608,0.3813774488466425,0.37390978543297315,0.37661138462903515,0.3833353898642448,0.3933251707564937,0.4055009581804556,0.4123570286746305,0.4335534981483399,0.4535516793698466,0.4763086532603121,0.5002986083835362,0.5346101967696347,0.5609774157794049,0.5820532690933792,0.6186367824733137,0.6476595689443523,0.6851153821771843,0.7228357514325685,0.7533294312728368,0.7843285599800017,0.8157752763450413,0.8476200237936684,0.8746893395323787,0.9067162965908012,0.9332655338060937,0.966522733450589,1.0
triangle,1.0,0.9656343258441049,0.9367523771231853,0.9052715464208984,0.8727260363357124,0.8392069040947712,0.8010820105724673,0.7681481319452237,0.7359590813901158,0.7101389152441533,0.6741975603128387,0.6449488894631998,0.616797062758739,0.5906614198955414,0.5650878792368007,0.5428324899229497,0.5229630638114725,0.504512851304906,0.4886907934733944,0.47577378899405426,0.4627227239123181,0.4576993292754518,0.4525031032020618,0.45170902386434664,0.4567257070345582,0.4634810977899987,0.47479050240296716,0.4883173595900126,0.5036502049577267,0.5190178404803565,0.5357957343726022,0.5601926109960431,0.5833933001227483,0.6131593326222219,0.6377398587627527,0.663603991684503,0.6918145889441446,0.7214644893535959,0.7444110564261663,0.7748229164267673,0.8032685191340543,0.8232559071420926,0.8449777007232598,0.8683122530326902,0.8785555223678909,0.844004584529134,0.8070671058193944,0.774149869430419,0.7390548619282382,0.7079423647038492,0.6780446498144022,0.6453678381988529,0.6182613703554181,0.5930616559489746,0.5700342910002832,0.5494380047240596,0.5315692128948626,0.5166990002193834,0.50018114547675,0.49199856505673845,0.4875210581752279,0.4766262827268384,0.47939001134552667,0.4760928510580811,0.48659202064840423,0.5006241562355704,0.5065791229322634,0.5267855647846916,0.5384379586218971,0.5637593154652967,0.58021639061829,0.6059750152649432,0.6324119821788611,0.6630767308692549,0.6835708507234656,0.7120852129469631,0.7400448717060549,0.7763506741569374,0.8091458713034164,0.8332004695321044,0.8718002242951317,0.8662813103416181,0.8380788200447465,0.8005913481663163,0.7639294586012076,0.7372731973822333,0.7002755567611297,0.6762065789730948,0.6492268355827439,0.618885549685523,0.5953818320572964,0.5684873456075504,0.5485087408067542,0.5311480570267006,0.5138846362120261,0.49828884264365675,0.4836378775645545,0.4812536883100294,0.47998184514616815,0.47958007192884783,0.48940428049277257,0.48724717910021065,0.5040364748899413,0.5203715317363512,0.530620802376765,0.5469190159882559,0.5673517373652827,0.5949019092200024,0.615756714271803,0.6443035757041922,0.6734395511457556,0.699129048511163,0.7268350935300115,0.755177630873516,0.7848865174001763,0.8212923108218988,0.8611133840301465,0.9018701998534019,0.9333596558433725,0.9763711488301497,0.961071494149325,0.9463703597050968,0.9075413430767617,0.8694276371070564,0.8977423461543811,0.930706397772977,0.9641812792515074,0.9888012401741992
triangle,0.8240428164310297,0.7566407919846677,0.6978533912975621,0.6393179813599615,0.5886487936874171,0.5553735539978882,0.5383376810757327,0.5375003403713215,0.5583039613448256,0.5961122208741955,0.633562757414878,0.6831019780810847,0.7435271795868502,0.8045947477730848,0.8638630176143679,0.9331100021546577,1.0,0.9896789802657271,0.8970215239498341,0.8262210358111141,0.775598354661221,0.7252530486813674,0.6928574034187309,0.6715930988272253,0.6620714692382217,0.6616264967028366,0.6690826158771039,0.709181079844152,0.7527763337563028,0.8192964040939418,0.9021078384772269,0.8390469424854463,0.7628053123520662,0.6967576656302307,0.6470865598000806,0.5984177628207943,0.5765511668351064,0.5650738999991299,0.58049989523308,0.5968822987976062,0.6397513554556968,0.6994330469379139,0.7455876425271355,0.801305183030294,0.8705494464421839,0.8787482695783806,0.8131204330613782,0.7488738420015375,0.6900244735086747,0.6360906004818657,0.5764651844841892,0.5498878013509564,0.5349392512010581,0.5299385392650724,0.5507093271271595,0.5860363793189397,0.6237122315024959,0.5477584581269097,0.4699261801860726,0.42553673749871623,0.4005339694766144,0.3966922773122184,0.4306431055851665,0.4795706882481799,0.5408838293908589,0.5977463426698764,0.6644869798996806,0.7447115597187556,0.8309417983300196,0.7886556289732509,0.7028409853576387,0.6251912160045227,0.5487855185343534,0.47374414508273455,0.422490928116318,0.37350635253655823,0.34875223629662383,0.3441042880272911,0.366701956459819,0.4214333484452195,0.49065095793493274,0.5700204671125966,0.6537556199858453,0.7510551415755301,0.7907551279316465,0.6950213813694085,0.6077236587418289,0.5407420603515797,0.4885681576600381,0.44539393010769324,0.4381704261321803,0.446275006064208,0.48074793880815425,0.5259450480979699,0.564693008453168,0.6186042005049821,0.6869780035209467,0.7595502366213874,0.8349716471618175,0.7804996272202092,0.7142705534176398,0.6606044777707167,0.6275572472434697,0.6291058503015999,0.6289967162369087,0.6375540164619204,0.660262219907945,0.7013788389894849,0.7568870326605873,0.8189850686916769,0.8932551918343828,0.985108933685189,0.9254424732955806,0.8507497666995257,0.7917845430900841,0.73078409559027,0.6695755895247157,0.6179853645541956,0.5681647897030903,0.5273281001442081,0.4973980927961501,0.49222366484476504,0.510366785118508,0.5474343288566967,0.5976765667604305,0.6477785938162225,0.714393868552386,0.7811448102022317
triangle,1.0,0.977128587118654,0.9452366787403647,0.9073489498462465,0.8746865371949775,0.8492536965752444,0.8131277146784565,0.783480575677284,0.7605939129574665,0.7373482270483254,0.705814480027724,0.6914490067800036,0.6713963310954573,0.645958380243478,0.6235577310916132,0.609297232934933,0.5921862204296992,0.5837727003994606,0.5785184094403337,0.5575873891618603,0.5521825588586987,0.5480628729556085,0.5527209801028555,0.5484879806304687,0.5539051622149154,0.5521755968308247,0.5554562210454024,0.5657244267586102,0.5801714298574656,0.5844762520637624,0.5968655317707736,0.6111404595915753,0.6301000412006537,0.6503952165434261,0.669814136649789,0.6866113365919772,0.7089975514471288,0.7294546912997669,0.7606996595869621,0.7875366720713138,0.8139133316785488,0.8384583587861852,0.8665211146770271,0.8901183741909774,0.860939062770067,0.8198479488221787,0.7982240856471429,0.7713285233081343,0.7354223150376376,0.710767339138682,0.6829406437250544,0.669467787729616,0.6462786764079148,0.6175196973948416,0.5905952223431278,0.5600131625111119,0.5483716593083766,0.5297808828415541,0.5152786366484874,0.512493582989151,0.5128013825820038,0.5104518388046372,0.5067502540897966,0.5068156853190562,0.5201750031892263,0.5361913969158724,0.5509569586134574,0.5639172796299536,0.5873209549311769,0.6100636951800364,0.6305792690394845,0.653382825488645,0.6782351674857259,0.7049264325272668,0.7294272550722279,0.7593563584689605,0.7905682026600079,0.8229191102473001,0.8426008599799883,0.8574700004496085,0.8815376622647527,0.8751714939450972,0.857422015842631,0.837005698381582,0.8184172172516586,0.7969893983051821,0.780664767149603,0.7479492915883532,0.7192587106269777,0.6934459487041948,0.6713774945187626,0.6471338964259801,0.627457986673028,0.6104295393280631,0.5847944230471616,0.571225314965905,0.5488737891111337,0.5393215547944082,0.524792385049591,0.5063923663851229,0.49545766821333237,0.48275054132422646,0.47495421524454084,0.47378660900571734,0.4794778181251213,0.48364558416563386,0.5024204359283024,0.5090270447445803,0.5281577443663508,0.5396632968165023,0.5541828024436866,0.5766794216981169,0.595962010744285,0.6155481787207079,0.6393090257719202,0.6665044017901661,0.6921126142236178,0.7247365713999586,0.7523854323777117,0.779197619597638,0.8174258070336786,0.850632451543422,0.8897916577977121,0.9279811084625014,0.9411251789460264,0.9473989574482532,0.9748590906637985,0.9939661097712059
